reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,11,2,3,3,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2555,One-off,1,19.42,131.565396498455,263.1307929969104,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,10,1,4,3,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2735,One-off,1,19.42,140.834191555098,140.83419155509782,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,12,1,4,4,3,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2880,One-off,1,19.42,148.300720906282,296.60144181256436,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Aleppo,Jebel Saman,Jebel Saman,Jbeileh (Jebel Saman),NA,NA,SY02,SY0200,SY020000,C7452,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,11,1,3,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2960,One-off,1,19.42,152.420185375901,152.42018537590113,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,350,One-off,1,19.42,18.0226570545829,18.022657054582904,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,690,One-off,1,19.42,35.5303810504634,35.53038105046344,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,9,2,2,3,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,915,One-off,1,19.42,47.1163748712667,94.23274974253346,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,4,NA,24,4,7,6,7,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,960,One-off,1,19.42,49.4335736354274,197.73429454170957,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,965,One-off,1,19.42,49.6910401647786,49.69104016477858,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,6,NA,29,5,6,10,8,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1440,One-off,1,19.42,74.1503604531411,444.9021627188465,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,18,1,6,6,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1765,One-off,1,19.42,90.8856848609681,181.77136972193614,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,4,NA,24,2,7,8,7,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1825,One-off,1,19.42,93.9752832131823,375.9011328527291,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,97,NA,514,89,131,148,146,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1920,One-off,1,19.42,98.8671472708548,9590.113285272915,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,5,NA,28,3,8,9,8,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,19.42,109.165808444902,545.8290422245108,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2130,One-off,1,19.42,109.680741503605,109.68074150360452,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,13,2,4,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2400,One-off,1,19.42,123.583934088568,247.16786817713694,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2465,One-off,1,19.42,126.930998970134,126.93099897013387,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2560,One-off,1,19.42,131.822863027806,131.82286302780636,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,3,NA,17,3,5,4,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2880,One-off,1,19.42,148.300720906282,444.9021627188465,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3420,One-off,1,19.42,176.10710607621,176.10710607621007,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3840,One-off,1,19.42,197.73429454171,197.73429454170957,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,13,1,5,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5280,One-off,1,19.42,271.884654994851,271.8846549948506,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,360,One-off,1,19.42,18.5375901132853,18.537590113285273,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,5,1,1,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,525,One-off,1,19.42,27.0339855818744,27.033985581874354,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,3,NA,14,2,4,4,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,585,One-off,1,19.42,30.1235839340886,90.37075180226569,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,6,1,2,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1520,One-off,1,19.42,78.26982492276,78.26982492276004,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,7,1,3,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1765,One-off,1,19.42,90.8856848609681,90.88568486096807,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,2,3,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1800,One-off,1,19.42,92.6879505664264,92.68795056642635,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,4,NA,29,3,6,9,11,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1825,One-off,1,19.42,93.9752832131823,375.9011328527291,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,53,NA,265,45,69,66,85,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1920,One-off,1,19.42,98.8671472708548,5239.958805355303,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,2,2,2,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1980,One-off,1,19.42,101.956745623069,101.956745623069,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,10,NA,52,11,12,13,16,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2120,One-off,1,19.42,109.165808444902,1091.6580844490215,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,10,2,3,3,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2210,One-off,1,19.42,113.800205973223,113.80020597322347,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,10,1,4,3,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2515,One-off,1,19.42,129.505664263646,129.5056642636457,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,3,NA,14,2,5,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2555,One-off,1,19.42,131.565396498455,394.69618949536556,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,12,2,3,3,4,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2880,One-off,1,19.42,148.300720906282,296.60144181256436,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,1,4,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2950,One-off,1,19.42,151.905252317199,151.90525231719874,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,2,NA,18,1,6,6,5,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3200,One-off,1,19.42,164.778578784758,329.55715756951594,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,1,4,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3535,One-off,1,19.42,182.028836251287,182.02883625128732,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,NA,NA,Multipurpose - Repeated,NA,1,NA,8,2,3,1,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3840,One-off,1,19.42,197.73429454171,197.73429454170957,Vulnerability-based,2023-06-01,2023-06-30,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-06-30,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,NA,NA,Multipurpose - One time,NA,80,NA,398,85,90,109,114,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,USD,20,One-off,1,1,20,1600,Vulnerability-based,2023-05-01,2023-05-31,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-05-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,NA,NA,Multipurpose - One time,NA,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,USD,13,One-off,1,1,13,13,Vulnerability-based,2023-05-01,2023-05-31,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-05-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,NA,NA,Multipurpose - One time,NA,30,NA,148,32,33,40,43,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,400,One-off,1,19.42,20.5973223480947,617.9196704428424,Vulnerability-based,2023-05-01,2023-05-31,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-05-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,NA,NA,Multipurpose - One time,NA,2,NA,8,2,2,2,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,425,One-off,1,19.42,21.8846549948507,43.769309989701334,Vulnerability-based,2023-05-01,2023-05-31,NA,Hazem Alaeddin,protection officer,hazem.alaeddin@ataarelief.org,0090 536 700 0020,2023-05-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
